voxel,mm,NCC,NGC,caseName
1.94432386810901,1.5680034291743,0.7770112,0.0254627447069646,copd1
3.19701184306281,3.20662172753761,0.7823013,0.0314579311981314,copd2
1.47248774572987,1.38605294489302,0.7936088,0.0635402921376538,copd3
2.1982575112646,1.85134437999249,0.7706431,0.0152001323692538,copd4
