voxel,mm,NCC,NGC,caseName
4.40959600666038,3.35923848723483,0.7286913,0.040319382051495,copd1
3.43582779659905,3.61149566053604,0.7488615,0.0380757129553707,copd2
1.52334669256397,1.43026652667013,0.8218414,0.119498081266044,copd3
2.0660968834225,1.79169652482789,0.6177285,0.0084582424940781,copd4
