voxel,mm,NCC,NGC,caseName
3.93503567938976,2.96414670385248,0.7219786,0.0350708607352951,copd1
3.3989068692709,3.44353298808534,0.7474716,0.00829170261528106,copd2
1.28183642392447,1.16854926917729,0.82336,0.112883981874054,copd3
1.7533746417373,1.52800063751064,0.6191661,0.00832434892050964,copd4
