voxel,mm,NCC,NGC,caseName
7.00268966903046,5.29166796603248,0.7018661,0.017623021377744,copd1
6.35541248016034,6.13770504813623,0.6272311,0.000615500413685631,copd2
1.56862953155779,1.45496241658837,0.8104283,0.0782012322402294,copd3
4.63022272014357,3.52015138414868,0.6194311,0.0159400001812155,copd4
